Player,Role,Team,Opponent Team,Opponent Player,Group,Date,Patch,No Game,Side,Time,Champion,Outcome,Level,Kills,Deaths,Assists,CS in Team's Jungle,CSM,GPM,GOLD%,VSPM,WPM,VWPM,WCPM,VS%,DPM,DMG%,KP%,GD@15,Total damage taken,First blood participate,MVP,KP%@15,Frist tower,Tower@15,Total tower,First Dragon,Number of dragon,Number of uti dragon,Number of VB,Herald,First baron,Number of baron,mini team fight,mini team fight win,mini team fight tie,team fight,team fight win,team fight tie,Team jg share
Life,SUPPORT,FPX,JDG,Missing,Ascend,09.07.2024,v14.13,3,Red,0:32:41,Braum,Loss,13,0,4,9,0,0.8,239,13.40%,3.39,2.02,0.46,0.34,41.90%,165,6.30%,90.00%,-176,21316,1,0,1,1,0,4,1,2,0,3,1,1,1,0,0,0,5,1,1,40.4
Hoya,TOP,TT,iG,YSKM,Nirvana,10.07.2024,v14.13,1,Blue,0:27:35,Kennen,Win,16,1,0,6,0,9.2,407,19.40%,1.26,0.44,0.18,0.25,12.90%,543,27.40%,53.80%,525,5623.31,0,0,0.25,1,0,9,1,4,0,6,1,1,1,0,0,0,2,2,0,55.9
Beichuan,JUNGLE,TT,iG,glfs,Nirvana,10.07.2024,v14.13,1,Blue,0:27:35,Brand,Win,15,1,1,7,200,8.1,425,20.20%,2.78,1.02,0.25,0.58,28.60%,394,19.90%,61.50%,318,24135.4,1,0,0.5,1,0,9,1,4,0,6,1,1,1,0,0,0,2,2,0,55.9
Ucal,MID,TT,iG,neny,Nirvana,10.07.2024,v14.13,1,Blue,0:27:35,Twisted_Fate,Win,16,9,1,0,12,9.2,517,24.60%,0.85,0.25,0.07,0.18,8.80%,430,21.70%,69.20%,415,10901.3,0,1,0.75,1,0,9,1,4,0,6,1,1,1,0,0,0,2,2,0,55.9
1xn,ADCARRY,TT,iG,Ahn,Nirvana,10.07.2024,v14.13,1,Blue,0:27:35,Zeri,Win,16,2,0,5,12,11.3,479,22.80%,1.37,0.33,0.07,0.54,14.10%,550,27.70%,53.80%,1155,12631.9,1,0,0.5,1,0,9,1,4,0,6,1,1,1,0,0,0,2,2,0,55.9
Feather,SUPPORT,TT,iG,Vampire,Nirvana,10.07.2024,v14.13,1,Blue,0:27:35,Alistar,Win,11,0,1,12,4,1.6,272,12.90%,3.47,1.78,0.69,0.44,35.60%,66,3.30%,92.30%,297,12291.4,1,0,1,1,0,9,1,4,0,6,1,1,1,0,0,0,2,2,0,55.9
YSKM,TOP,iG,TT,Hoya,Nirvana,10.07.2024,v14.13,1,Red,0:27:35,Jax,Loss,14,0,3,0,0,7.9,337,21.20%,0.82,0.4,0.07,0.07,10.50%,94,8.20%,0.00%,-525,20076,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,44.1
glfs,JUNGLE,iG,TT,Beichuan,Nirvana,10.07.2024,v14.13,1,Red,0:27:35,Lillia,Loss,13,1,4,2,174,6.9,332,20.80%,1.72,0.58,0.22,0.29,22.20%,266,23.40%,100.00%,-318,25818.6,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,44.1
neny,MID,iG,TT,Ucal,Nirvana,10.07.2024,v14.13,1,Red,0:27:35,Yone,Loss,15,2,2,1,0,8.4,345,21.70%,0.7,0.29,0.22,0.11,9.00%,217,19.00%,100.00%,-415,14112,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,44.1
Ahn,ADCARRY,iG,TT,1xn,Nirvana,10.07.2024,v14.13,1,Red,0:27:35,Ezreal,Loss,14,0,1,2,6,10.3,368,23.10%,0.94,0.36,0.15,0.22,12.10%,504,44.30%,66.70%,-1155,12879.3,0,0,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,44.1
Vampire,SUPPORT,iG,TT,Feather,Nirvana,10.07.2024,v14.13,1,Red,0:27:35,Nautilus,Loss,10,0,3,2,0,1.6,211,13.20%,3.6,1.85,0.62,0.69,46.30%,57,5.00%,66.70%,-297,8047.1,0,0,0.5,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,44.1
YSKM,TOP,iG,TT,Hoya,Nirvana,10.07.2024,v14.13,2,Blue,0:34:55,Jax,Loss,16,6,4,3,4,6.9,391,22.80%,0.77,0.43,0.06,0.06,9.60%,362,13.70%,69.20%,52,32484.8,0,0,0.25,1,1,3,0,1,0,0,1,0,0,2,0,0,5,0,1,33.8
glfs,JUNGLE,iG,TT,Beichuan,Nirvana,10.07.2024,v14.13,2,Blue,0:34:55,Sejuani,Loss,14,1,2,12,147,4.8,292,17.00%,1.47,0.37,0.34,0.32,18.30%,370,13.90%,100.00%,-399,46856.2,1,0,0.75,1,1,3,0,1,0,0,1,0,0,2,0,0,5,0,1,33.8
neny,MID,iG,TT,Ucal,Nirvana,10.07.2024,v14.13,2,Blue,0:34:55,Jayce,Loss,17,3,4,3,4,8.5,377,22.00%,1.22,0.34,0.23,0.26,15.20%,463,17.50%,46.20%,-275,17216.2,1,0,0.5,1,1,3,0,1,0,0,1,0,0,2,0,0,5,0,1,33.8
Ahn,ADCARRY,iG,TT,1xn,Nirvana,10.07.2024,v14.13,2,Blue,0:34:55,Ziggs,Loss,16,3,3,6,2,8.9,429,25.00%,0.57,0.37,0.09,0.09,7.10%,1279,48.20%,69.20%,62,18109.5,1,0,0.5,1,1,3,0,1,0,0,1,0,0,2,0,0,5,0,1,33.8
Vampire,SUPPORT,iG,TT,Feather,Nirvana,10.07.2024,v14.13,2,Blue,0:34:55,Leona,Loss,12,0,8,11,0,1.3,224,13.10%,4,2,0.69,0.52,49.80%,179,6.70%,84.60%,162,26148.9,1,0,1,1,1,3,0,1,0,0,1,0,0,2,0,0,5,0,1,33.8
Hoya,TOP,TT,iG,YSKM,Nirvana,10.07.2024,v14.13,2,Red,0:34:55,Gragas,Win,18,1,4,7,0,8.1,374,18.30%,0.98,0.37,0.23,0.06,12.00%,435,13.40%,38.10%,-52,20786.1,0,0,0,0,1,10,1,4,0,6,0,1,2,2,2,0,5,4,1,66.2
Beichuan,JUNGLE,TT,iG,glfs,Nirvana,10.07.2024,v14.13,2,Red,0:34:55,Zyra,Win,18,1,3,13,256,8.1,400,19.50%,1.4,0.29,0.23,0.26,17.10%,741,22.70%,66.70%,399,24489.6,0,0,0.667,0,1,10,1,4,0,6,0,1,2,2,2,0,5,4,1,66.2
Ucal,MID,TT,iG,neny,Nirvana,10.07.2024,v14.13,2,Red,0:34:55,Lucian,Win,18,11,1,7,36,9.6,532,26.00%,1.08,0.2,0.03,0.49,13.20%,1021,31.30%,85.70%,275,20788.5,0,1,0.667,0,1,10,1,4,0,6,0,1,2,2,2,0,5,4,1,66.2
1xn,ADCARRY,TT,iG,Ahn,Nirvana,10.07.2024,v14.13,2,Red,0:34:55,Ezreal,Win,18,6,2,9,16,9.1,470,23.00%,1.23,0.43,0.14,0.32,15.00%,940,28.80%,71.40%,-62,22012.5,0,0,0.667,0,1,10,1,4,0,6,0,1,2,2,2,0,5,4,1,66.2
Feather,SUPPORT,TT,iG,Vampire,Nirvana,10.07.2024,v14.13,2,Red,0:34:55,Alistar,Win,13,2,3,14,0,0.9,270,13.20%,3.49,1.92,0.66,0.29,42.70%,122,3.80%,76.20%,-162,30164.6,0,0,1,0,1,10,1,4,0,6,0,1,2,2,2,0,5,4,1,66.2
Zika,TOP,LNG,WBG,Breathe,Ascend,10.07.2024,v14.13,1,Blue,0:35:36,Rumble,Win,18,5,2,5,13,7.5,412,20.40%,1.15,0.31,0.2,0.17,11.00%,936,27.50%,50.00%,1255,16130.5,1,0,0.4,0,1,9,0,3,0,3,1,1,2,1,0,0,3,3,0,53.1
WeiWei,JUNGLE,LNG,WBG,Tarzan,Ascend,10.07.2024,v14.13,1,Blue,0:35:36,Sejuani,Win,16,2,2,8,184,5.7,341,16.90%,2.04,0.53,0.45,0.42,19.50%,311,9.10%,50.00%,-653,39528.9,0,0,0.8,0,1,9,0,3,0,3,1,1,2,1,0,0,3,3,0,53.1
Scout,MID,LNG,WBG,xiaohu,Ascend,10.07.2024,v14.13,1,Blue,0:35:36,Corki,Win,18,3,1,8,60,11.1,494,24.50%,1.8,0.42,0.11,0.31,17.20%,729,21.40%,55.00%,21,18756.2,0,0,0.6,0,1,9,0,3,0,3,1,1,2,1,0,0,3,3,0,53.1
GALA,ADCARRY,LNG,WBG,Light,Ascend,10.07.2024,v14.13,1,Blue,0:35:36,Ezreal,Win,18,9,1,3,6,10.2,493,24.40%,0.74,0.39,0.14,0.11,7.10%,1119,32.90%,60.00%,518,12359.6,0,1,0.4,0,1,9,0,3,0,3,1,1,2,1,0,0,3,3,0,53.1
Hang,SUPPORT,LNG,WBG,Crisp,Ascend,10.07.2024,v14.13,1,Blue,0:35:36,Poppy,Win,12,1,2,10,0,0.9,277,13.70%,4.71,2.72,0.48,0.39,45.10%,305,9.00%,55.00%,417,20619.4,0,0,0.6,0,1,9,0,3,0,3,1,1,2,1,0,0,3,3,0,53.1
Breathe,TOP,WBG,LNG,Zika,Ascend,10.07.2024,v14.13,1,Red,0:35:36,Dr._Mundo,Loss,16,2,5,3,0,7.1,347,20.30%,1.01,0.53,0.2,0.25,11.20%,581,27.60%,62.50%,-1255,59492.9,0,0,0.25,1,1,2,1,2,0,3,0,0,0,1,1,0,3,0,0,46.9
Tarzan,JUNGLE,WBG,LNG,WeiWei,Ascend,10.07.2024,v14.13,1,Red,0:35:36,KhaZix,Loss,14,3,5,2,179,6,318,18.60%,1.94,0.45,0.42,0.39,21.60%,373,17.70%,62.50%,653,36048.3,0,0,0.75,1,1,2,1,2,0,3,0,0,0,1,1,0,3,0,0,46.9
xiaohu,MID,WBG,LNG,Scout,Ascend,10.07.2024,v14.13,1,Red,0:35:36,Tristana,Loss,18,2,4,3,39,10.4,423,24.70%,1.38,0.2,0.06,0.59,15.40%,291,13.90%,62.50%,-21,21023.4,0,0,0.75,1,1,2,1,2,0,3,0,0,0,1,1,0,3,0,0,46.9
Light,ADCARRY,WBG,LNG,GALA,Ascend,10.07.2024,v14.13,1,Red,0:35:36,Ziggs,Loss,17,1,2,3,14,9.9,423,24.80%,0.62,0.37,0.06,0.2,6.90%,776,36.90%,50.00%,-518,13343.2,0,0,0.25,1,1,2,1,2,0,3,0,0,0,1,1,0,3,0,0,46.9
Crisp,SUPPORT,WBG,LNG,Hang,Ascend,10.07.2024,v14.13,1,Red,0:35:36,Rell,Loss,10,0,4,4,0,1.1,200,11.70%,4.04,2.02,0.62,0.51,44.90%,81,3.90%,50.00%,-417,17422.3,0,0,0.75,1,1,2,1,2,0,3,0,0,0,1,1,0,3,0,0,46.9
Breathe,TOP,WBG,LNG,Zika,Ascend,10.07.2024,v14.13,2,Blue,0:35:10,Gnar,Win,18,1,1,5,28,10.1,435,21.20%,1.05,0.31,0.14,0.17,9.90%,695,21.60%,28.60%,590,26390.6,0,0,0,0,0,9,0,3,0,6,1,1,1,2,1,0,3,3,0,57.2
Tarzan,JUNGLE,WBG,LNG,WeiWei,Ascend,10.07.2024,v14.13,2,Blue,0:35:10,Brand,Win,17,6,3,11,226,6.9,404,19.70%,2.91,1.11,0.26,0.45,27.60%,748,23.20%,81.00%,294,35790.2,1,1,1,0,0,9,0,3,0,6,1,1,1,2,1,0,3,3,0,57.2
xiaohu,MID,WBG,LNG,Scout,Ascend,10.07.2024,v14.13,2,Blue,0:35:10,Lucian,Win,18,6,1,5,33,9.4,488,23.80%,1.55,0.48,0.11,0.4,14.70%,762,23.70%,52.40%,-368,20035.4,0,0,0.5,0,0,9,0,3,0,6,1,1,1,2,1,0,3,3,0,57.2
Light,ADCARRY,WBG,LNG,GALA,Ascend,10.07.2024,v14.13,2,Blue,0:35:10,Miss_Fortune,Win,18,7,1,8,15,9.9,478,23.30%,1.51,0.4,0.11,0.43,14.30%,777,24.10%,71.40%,436,13084.4,1,0,0.5,0,0,9,0,3,0,6,1,1,1,2,1,0,3,3,0,57.2
Crisp,SUPPORT,WBG,LNG,Hang,Ascend,10.07.2024,v14.13,2,Blue,0:35:10,Leona,Win,14,1,3,15,0,0.9,249,12.10%,3.53,1.88,0.57,0.37,33.40%,236,7.30%,76.20%,254,29068.7,1,0,1,0,0,9,0,3,0,6,1,1,1,2,1,0,3,3,0,57.2
Zika,TOP,LNG,WBG,Breathe,Ascend,10.07.2024,v14.13,2,Red,0:35:10,KSante,Loss,17,1,2,2,0,8.4,368,20.30%,0.87,0.28,0.09,0.26,9.90%,199,7.90%,33.30%,-590,28501.9,0,0,0,1,0,3,1,2,0,0,0,0,1,2,1,0,3,0,0,42.8
WeiWei,JUNGLE,LNG,WBG,Tarzan,Ascend,10.07.2024,v14.13,2,Red,0:35:10,Karthus,Loss,17,2,4,6,216,7.9,394,21.70%,1.78,0.26,0.17,0.54,20.20%,689,27.40%,88.90%,-294,30891.8,0,0,1,1,0,3,1,2,0,0,0,0,1,2,1,0,3,0,0,42.8
Scout,MID,LNG,WBG,xiaohu,Ascend,10.07.2024,v14.13,2,Red,0:35:10,Corki,Loss,18,2,5,3,6,9.4,425,23.30%,1.57,0.31,0.09,0.45,17.90%,667,26.50%,55.60%,368,25249.4,0,0,0.5,1,0,3,1,2,0,0,0,0,1,2,1,0,3,0,0,42.8
GALA,ADCARRY,LNG,WBG,Light,Ascend,10.07.2024,v14.13,2,Red,0:35:10,Ezreal,Loss,17,4,2,4,4,9.2,417,22.90%,0.95,0.34,0.11,0.26,10.80%,838,33.30%,88.90%,-436,20150.6,0,0,0.5,1,0,3,1,2,0,0,0,0,1,2,1,0,3,0,0,42.8
Hang,SUPPORT,LNG,WBG,Crisp,Ascend,10.07.2024,v14.13,2,Red,0:35:10,Alistar,Loss,12,0,8,7,0,1.1,215,11.80%,3.62,1.96,0.57,0.4,41.20%,124,4.90%,77.80%,-254,35207.6,0,0,0.5,1,0,3,1,2,0,0,0,0,1,2,1,0,3,0,0,42.8
Zika,TOP,LNG,WBG,Breathe,Ascend,10.07.2024,v14.13,3,Blue,0:32:31,KSante,Win,17,0,1,3,0,8.5,386,20.30%,0.94,0.31,0.15,0.12,9.30%,189,9.20%,42.90%,-805,24282.6,0,0,\,0,0,10,1,4,0,2,0,1,1,1,0,0,2,2,0,55.1
WeiWei,JUNGLE,LNG,WBG,Tarzan,Ascend,10.07.2024,v14.13,3,Blue,0:32:31,Nidalee,Win,15,1,2,6,202,7.1,356,18.70%,2.34,0.89,0.25,0.52,23.20%,465,22.70%,100.00%,-286,29236.1,0,0,\,0,0,10,1,4,0,2,0,1,1,1,0,0,2,2,0,55.1
Scout,MID,LNG,WBG,xiaohu,Ascend,10.07.2024,v14.13,3,Blue,0:32:31,Tristana,Win,18,5,0,2,31,11.1,492,25.90%,1.17,0.37,0.09,0.28,11.60%,549,26.80%,100.00%,-73,20264.2,0,1,\,0,0,10,1,4,0,2,0,1,1,1,0,0,2,2,0,55.1
GALA,ADCARRY,LNG,WBG,Light,Ascend,10.07.2024,v14.13,3,Blue,0:32:31,Ezreal,Win,17,1,0,5,8,10.7,417,21.90%,1.19,0.28,0.12,0.43,11.80%,700,34.10%,85.70%,-449,16983.1,0,0,\,0,0,10,1,4,0,2,0,1,1,1,0,0,2,2,0,55.1
Hang,SUPPORT,LNG,WBG,Crisp,Ascend,10.07.2024,v14.13,3,Blue,0:32:31,Rakan,Win,12,0,0,6,0,1,250,13.10%,4.45,2.52,0.37,0.77,44.10%,148,7.20%,85.70%,117,11671,0,0,\,0,0,10,1,4,0,2,0,1,1,1,0,0,2,2,0,55.1
Breathe,TOP,WBG,LNG,Zika,Ascend,10.07.2024,v14.13,3,Red,0:32:31,Gnar,Loss,17,0,1,0,4,9.9,381,22.40%,1.16,0.34,0.12,0.31,14.00%,480,24.50%,0.00%,805,19211.3,0,0,0,1,0,3,0,0,0,4,1,0,0,1,1,0,2,0,0,44.9
Tarzan,JUNGLE,WBG,LNG,WeiWei,Ascend,10.07.2024,v14.13,3,Red,0:32:31,Brand,Loss,15,0,1,3,180,6.6,324,19.00%,2.12,0.95,0.28,0.58,25.70%,541,27.60%,100.00%,286,26080.6,1,0,1,1,0,3,0,0,0,4,1,0,0,1,1,0,2,0,0,44.9
xiaohu,MID,WBG,LNG,Scout,Ascend,10.07.2024,v14.13,3,Red,0:32:31,Corki,Loss,16,0,2,1,11,9,354,20.90%,1.32,0.4,0.09,0.43,16.00%,321,16.40%,33.30%,73,16898.2,0,0,0,1,0,3,0,0,0,4,1,0,0,1,1,0,2,0,0,44.9
Light,ADCARRY,WBG,LNG,GALA,Ascend,10.07.2024,v14.13,3,Red,0:32:31,Ziggs,Loss,17,3,0,0,1,9.9,437,25.70%,0.87,0.46,0.15,0.22,10.60%,533,27.20%,100.00%,449,5483.37,1,0,1,1,0,3,0,0,0,4,1,0,0,1,1,0,2,0,0,44.9
Crisp,SUPPORT,WBG,LNG,Hang,Ascend,10.07.2024,v14.13,3,Red,0:32:31,Leona,Loss,9,0,3,1,0,0.7,204,12.00%,2.79,1.81,0.65,0.34,33.80%,83,4.20%,33.30%,-117,25043.4,1,0,1,1,0,3,0,0,0,4,1,0,0,1,1,0,2,0,0,44.9
Qingtian,TOP,UP,RA,Xiaoxu,Nirvana,11.07.2024,v14.13,1,Blue,0:22:42,Darius,Win,14,6,0,8,12,9.2,471,21.10%,1.35,0.44,0.18,0.26,16.50%,548,18.90%,70.00%,1311,12939.7,0,1,0.375,1,1,9,1,3,0,4,1,0,0,0,0,0,3,3,0,64.4
H4cker,JUNGLE,UP,RA,Xiaohao,Nirvana,11.07.2024,v14.13,1,Blue,0:22:42,Lillia,Win,14,3,1,12,172,8.4,441,19.70%,1.34,0.31,0.22,0.22,16.30%,613,21.20%,75.00%,1842,27090.1,1,0,0.875,1,1,9,1,3,0,4,1,0,0,0,0,0,3,3,0,64.4
Yuekai,MID,UP,RA,Vicla,Nirvana,11.07.2024,v14.13,1,Blue,0:22:42,Corki,Win,14,2,0,12,4,9.8,518,23.20%,1.53,0.48,0.18,0.31,18.60%,944,32.60%,70.00%,1268,11172.2,0,0,0.75,1,1,9,1,3,0,4,1,0,0,0,0,0,3,3,0,64.4
Doggo,ADCARRY,UP,RA,Assum,Nirvana,11.07.2024,v14.13,1,Blue,0:22:42,Ashe,Win,13,7,0,9,4,8.5,494,22.10%,1.18,0.48,0.18,0.22,14.30%,573,19.80%,80.00%,1705,5803.59,0,0,0.875,1,1,9,1,3,0,4,1,0,0,0,0,0,3,3,0,64.4
Niket,SUPPORT,UP,RA,Jwei,Nirvana,11.07.2024,v14.13,1,Blue,0:22:42,Braum,Win,11,2,1,15,0,1.2,311,13.90%,2.82,1.41,0.35,0.4,34.30%,219,7.50%,85.00%,690,12511,0,0,0.75,1,1,9,1,3,0,4,1,0,0,0,0,0,3,3,0,64.4
Xiaoxu,TOP,RA,UP,Qingtian,Nirvana,11.07.2024,v14.13,1,Red,0:22:42,KSante,Loss,12,1,4,1,8,7.8,315,21.40%,0.82,0.4,0.09,0.13,12.60%,302,20.00%,100.00%,-1311,18208.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,35.6
Xiaohao,JUNGLE,RA,UP,H4cker,Nirvana,11.07.2024,v14.13,1,Red,0:22:42,Sejuani,Loss,11,0,5,2,98,5.1,264,18.00%,1.43,0.22,0.18,0.4,22.00%,204,13.50%,100.00%,-1842,20719.7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,35.6
Vicla,MID,RA,UP,Yuekai,Nirvana,11.07.2024,v14.13,1,Red,0:22:42,Yone,Loss,14,0,4,2,0,9.3,342,23.30%,0.87,0.35,0.18,0.18,13.30%,508,33.70%,100.00%,-1268,19195.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,35.6
Assum,ADCARRY,RA,UP,Doggo,Nirvana,11.07.2024,v14.13,1,Red,0:22:42,Kaisa,Loss,12,1,3,1,0,8.9,351,23.90%,1,0.31,0,0.35,15.40%,357,23.70%,100.00%,-1705,10090.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,35.6
Jwei,SUPPORT,RA,UP,Niket,Nirvana,11.07.2024,v14.13,1,Red,0:22:42,Rell,Loss,10,0,4,2,0,1.4,198,13.50%,2.39,1.28,0.53,0.18,36.70%,137,9.10%,100.00%,-690,10971.9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,35.6
Xiaoxu,TOP,RA,UP,Qingtian,Nirvana,11.07.2024,v14.13,2,Blue,0:33:55,Renekton,Loss,16,2,4,5,20,8.1,378,21.70%,0.73,0.32,0.09,0.06,8.60%,365,16.80%,58.30%,-613,29447.1,0,0,0.25,0,0,2,0,2,0,6,1,0,0,0,0,0,6,2,0,40.8
Xiaohao,JUNGLE,RA,UP,H4cker,Nirvana,11.07.2024,v14.13,2,Blue,0:33:55,Sejuani,Loss,15,2,2,9,150,5.4,328,18.90%,2.03,0.35,0.32,0.71,23.90%,329,15.20%,91.70%,-1245,34039.8,1,0,1,0,0,2,0,2,0,6,1,0,0,0,0,0,6,2,0,40.8
Vicla,MID,RA,UP,Yuekai,Nirvana,11.07.2024,v14.13,2,Blue,0:33:55,Yone,Loss,16,1,2,6,9,8.3,356,20.50%,1.07,0.32,0.21,0.21,12.60%,594,27.40%,58.30%,-412,18686.2,1,0,1,0,0,2,0,2,0,6,1,0,0,0,0,0,6,2,0,40.8
Assum,ADCARRY,RA,UP,Doggo,Nirvana,11.07.2024,v14.13,2,Blue,0:33:55,Miss_Fortune,Loss,15,6,4,3,16,9.5,458,26.30%,1.06,0.38,0.18,0.29,12.50%,738,34.00%,75.00%,310,10462.3,0,0,0.75,0,0,2,0,2,0,6,1,0,0,0,0,0,6,2,0,40.8
Jwei,SUPPORT,RA,UP,Niket,Nirvana,11.07.2024,v14.13,2,Blue,0:33:55,Nautilus,Loss,13,1,4,3,0,0.9,219,12.60%,3.61,1.86,0.56,0.35,42.40%,144,6.60%,33.30%,-221,18368.1,0,0,0.25,0,0,2,0,2,0,6,1,0,0,0,0,0,6,2,0,40.8
Qingtian,TOP,UP,RA,Xiaoxu,Nirvana,11.07.2024,v14.13,2,Red,0:33:55,KSante,Win,17,2,1,8,0,7.6,378,18.90%,1.34,0.32,0.21,0.38,14.20%,402,16.60%,62.50%,613,26957.1,0,0,0.4,1,1,9,1,3,0,0,0,1,2,0,0,0,6,4,0,59.2
H4cker,JUNGLE,UP,RA,Xiaohao,Nirvana,11.07.2024,v14.13,2,Red,0:33:55,Brand,Win,17,3,2,12,211,7.2,396,19.90%,1.52,0.41,0.41,0.29,16.00%,645,26.70%,93.80%,1245,24620.6,0,1,1,1,1,9,1,3,0,0,0,1,2,0,0,0,6,4,0,59.2
Yuekai,MID,UP,RA,Vicla,Nirvana,11.07.2024,v14.13,2,Red,0:33:55,Lucian,Win,17,4,3,7,36,8.9,482,24.20%,1.24,0.44,0.09,0.12,13.10%,609,25.20%,68.80%,412,16580.4,0,0,0.8,1,1,9,1,3,0,0,0,1,2,0,0,0,6,4,0,59.2
Doggo,ADCARRY,UP,RA,Assum,Nirvana,11.07.2024,v14.13,2,Red,0:33:55,Zeri,Win,17,7,2,7,36,10.2,481,24.10%,1.53,0.59,0.27,0.41,16.20%,611,25.30%,87.50%,-310,14049,0,0,0.8,1,1,9,1,3,0,0,0,1,2,0,0,0,6,4,0,59.2
Niket,SUPPORT,UP,RA,Jwei,Nirvana,11.07.2024,v14.13,2,Red,0:33:55,Leona,Win,13,0,4,12,0,1.1,258,12.90%,3.83,1.8,0.41,0.56,40.50%,148,6.10%,75.00%,221,22387.6,0,0,0.6,1,1,9,1,3,0,0,0,1,2,0,0,0,6,4,0,59.2
shanji,TOP,NIP,AL,Ale,Ascend,11.07.2024,v14.13,1,Blue,0:33:00,Kennen,Loss,16,1,5,1,12,7.6,329,20.00%,1.19,0.18,0.03,0.15,11.30%,623,27.40%,40.00%,-454,19820.9,0,0,0.667,0,0,2,0,1,0,3,1,0,0,1,1,0,3,0,0,45.2
AKi,JUNGLE,NIP,AL,Croco,Ascend,11.07.2024,v14.13,1,Blue,0:33:00,Sejuani,Loss,14,0,1,4,140,5.1,270,16.40%,2.11,0.88,0.21,0.48,20.00%,247,10.90%,80.00%,-45,31924.2,0,0,0.667,0,0,2,0,1,0,3,1,0,0,1,1,0,3,0,0,45.2
RooKie,MID,NIP,AL,Shanks,Ascend,11.07.2024,v14.13,1,Blue,0:33:00,Corki,Loss,17,3,1,2,26,10.8,443,26.90%,1.64,0.45,0.21,0.67,15.60%,860,37.80%,100.00%,193,24716.9,0,0,1,0,0,2,0,1,0,3,1,0,0,1,1,0,3,0,0,45.2
Photic,ADCARRY,NIP,AL,Hope,Ascend,11.07.2024,v14.13,1,Blue,0:33:00,Ezreal,Loss,16,1,3,1,12,9.8,382,23.20%,1.16,0.3,0.09,0.48,11.00%,423,18.60%,40.00%,-687,18230.9,0,0,0.333,0,0,2,0,1,0,3,1,0,0,1,1,0,3,0,0,45.2
Zhuo,SUPPORT,NIP,AL,Kael,Ascend,11.07.2024,v14.13,1,Blue,0:33:00,Braum,Loss,12,0,3,4,0,1.4,223,13.50%,4.44,2.15,0.64,0.97,42.10%,122,5.40%,80.00%,-171,20635.7,0,0,0.667,0,0,2,0,1,0,3,1,0,0,1,1,0,3,0,0,45.2
Ale,TOP,AL,NIP,shanji,Ascend,11.07.2024,v14.13,1,Red,0:33:00,Renekton,Win,18,4,1,5,0,8.8,436,21.30%,1.25,0.45,0.27,0.3,10.80%,466,18.40%,69.20%,454,38599.6,1,0,0.667,1,0,10,1,4,0,3,0,1,2,1,0,0,3,3,0,54.8
Croco,JUNGLE,AL,NIP,AKi,Ascend,11.07.2024,v14.13,1,Red,0:33:00,Brand,Win,16,1,3,6,194,6.4,345,16.90%,2.06,0.82,0.3,0.3,17.80%,370,14.70%,53.80%,45,26564.2,1,0,1,1,0,10,1,4,0,3,0,1,2,1,0,0,3,3,0,54.8
Shanks,MID,AL,NIP,RooKie,Ascend,11.07.2024,v14.13,1,Red,0:33:00,Zeri,Win,18,2,0,7,32,10.1,460,22.50%,1.54,0.42,0.15,0.52,13.30%,547,21.60%,69.20%,-193,21103.2,0,0,0,1,0,10,1,4,0,3,0,1,2,1,0,0,3,3,0,54.8
Hope,ADCARRY,AL,NIP,Photic,Ascend,11.07.2024,v14.13,1,Red,0:33:00,Miss_Fortune,Win,18,6,0,3,4,11.2,534,26.10%,1.33,0.55,0.21,0.3,11.50%,961,38.00%,69.20%,687,13103.7,0,0,0.333,1,0,10,1,4,0,3,0,1,2,1,0,0,3,3,0,54.8
Kael,SUPPORT,AL,NIP,Zhuo,Ascend,11.07.2024,v14.13,1,Red,0:33:00,Rakan,Win,13,0,1,12,0,1.3,269,13.20%,5.4,2.88,0.52,0.88,46.60%,183,7.20%,92.30%,171,16094.5,0,1,0.667,1,0,10,1,4,0,3,0,1,2,1,0,0,3,3,0,54.8
Ale,TOP,AL,NIP,shanji,Ascend,11.07.2024,v14.13,2,Blue,0:37:33,KSante,Win,18,6,3,8,12,8.2,472,22.40%,0.96,0.35,0.13,0.24,11.00%,413,15.00%,48.30%,212,43196.8,0,0,0.6,1,1,10,0,3,0,6,1,1,3,0,0,0,5,3,2,59.5
Croco,JUNGLE,AL,NIP,AKi,Ascend,11.07.2024,v14.13,2,Blue,0:37:33,Brand,Win,18,11,1,11,242,7.3,465,22.10%,1.99,0.69,0.19,0.27,22.80%,958,34.70%,75.90%,1086,30994.3,1,1,0.8,1,1,10,0,3,0,6,1,1,3,0,0,0,5,3,2,59.5
